,PREDICT-RESULT,PREDICT-LABEL,PREDICT-TRUE,PREDICT-FALSE,REAL-LABEL
0,0.999999955762,true,0.999999955762,4.42384617511e-08,true
1,0.620923000661,false,0.379076999339,0.620923000661,true
2,0.998862098649,false,0.00113790135115,0.998862098649,false
3,0.999944359809,true,0.999944359809,5.56401907851e-05,true
4,0.999999094955,true,0.999999094955,9.05045123092e-07,true
5,1.0,true,1.0,0.0,true
6,0.999994758419,true,0.999994758419,5.24158079654e-06,true
7,0.999999743791,true,0.999999743791,2.56208692886e-07,true
8,0.999997561607,false,2.43839328818e-06,0.999997561607,false
9,1.0,true,1.0,0.0,true
10,0.99999966218,false,3.37820132379e-07,0.99999966218,false
11,0.99999966218,false,3.37820132379e-07,0.99999966218,false
12,1.0,true,1.0,0.0,true
13,0.999623012187,true,0.999623012187,0.000376987813479,true
14,0.999999640229,false,3.5977117647e-07,0.999999640229,false
15,0.999999743791,true,0.999999743791,2.56208692886e-07,true
16,0.999999094955,true,0.999999094955,9.05045123092e-07,true
17,1.0,true,1.0,0.0,true
18,0.999993865965,true,0.999993865965,6.13403503545e-06,true
19,1.0,true,1.0,0.0,true
20,0.999999950157,false,4.98433658832e-08,0.999999950157,false
21,0.999999955762,true,0.999999955762,4.42384617511e-08,true
22,1.0,true,1.0,0.0,true
23,1.0,true,1.0,0.0,true
24,1.0,true,1.0,0.0,true
25,0.999934886828,true,0.999934886828,6.51131718078e-05,true
26,1.0,true,1.0,0.0,true
27,0.999999984022,false,1.59784423021e-08,0.999999984022,false
28,0.999999955762,true,0.999999955762,4.42384617511e-08,true
29,1.0,true,1.0,0.0,true
30,1.0,true,1.0,0.0,true
31,1.0,true,1.0,0.0,true
32,0.999999955762,true,0.999999955762,4.42384617511e-08,true
33,0.999834284114,true,0.999834284114,0.000165715886053,true
34,0.999999954712,false,4.5288285141e-08,0.999999954712,false
35,0.998862924616,true,0.998862924616,0.00113707538399,true
36,1.0,true,1.0,0.0,true
37,0.999999676914,false,3.23086322111e-07,0.999999676914,false
38,0.999999955762,true,0.999999955762,4.42384617511e-08,true
39,0.999999680685,true,0.999999680685,3.19314791489e-07,true
40,0.999990392405,true,0.999990392405,9.60759455498e-06,true
41,0.999999950157,false,4.98433658832e-08,0.999999950157,false
42,0.999999955762,true,0.999999955762,4.42384617511e-08,true
43,1.0,true,1.0,0.0,true
44,1.0,true,1.0,0.0,true
45,0.635624340479,false,0.364375659521,0.635624340479,true
46,0.999999955762,true,0.999999955762,4.42384617511e-08,true
47,1.0,true,1.0,0.0,true
48,0.999999955762,true,0.999999955762,4.42384617511e-08,true
